"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
6.08639133333333,3.00809,25.1183953538245,1.91905257185699e-09,1.84229046898271e-07,12.328951807448,"B02"
3.24118233333333,1.38815016666667,14.6044887603972,1.96364452872443e-07,9.42549373787728e-06,7.92599764778158,"A01"
3.136674,1.35323966666667,12.3311694410717,8.0787962806132e-07,2.58521480979622e-05,6.47580431218989,"A02"
-2.78213333333333,3.61554933333333,-10.2874296452612,3.57970030661619e-06,8.59128073587887e-05,4.91913151439122,"G11"
-1.76322433333333,3.0455525,-9.00633556069718,1.04334774620445e-05,0.000200322767271254,3.7869992830886,"G10"
-1.804533,2.89550216666667,-8.01648466348963,2.60865746458182e-05,0.000417385194333091,2.81113022264107,"G12"
-1.97045233333333,2.75182283333333,-6.66806012180147,0.00010595046084914,0.0012742875156773,1.31262369979811,"G09"
1.53881,2.40550666666667,6.66602702226205,0.000106190626306441,0.0012742875156773,1.31020011984363,"C02"
1.349625,3.5491155,6.08576054228399,0.000206845755599701,0.00220635472639681,0.59655139696011,"B03"
1.27110733333333,2.325362,5.54974298169012,0.000397888287872071,0.00349670673207408,-0.103102291212185,"E08"
1.13676766666667,2.21888883333333,5.54421128662758,0.000400664313050155,0.00349670673207408,-0.110532003342716,"C03"
1.24330733333333,2.67146166666667,4.94851402764303,0.000868636817104829,0.00694909453683863,-0.936159460639802,"C08"
1.32194966666667,3.42656183333333,4.831054420215,0.00101789131872716,0.007516735892139,-1.10495013733489,"B04"
1.027932,2.35297033333333,3.46972402020783,0.00738930206075477,0.0443358123645286,-3.19451915215532,"C09"
